Day,Concentration,Carbon,Treatment,Rep,Count
2,1 uM-C,Casamino Acids,NOM,C,2300000
2,1 uM-C,Casamino Acids,NOM,D,3500000
2,1 uM-C,Casamino Acids,NOM,E,1700000
2,1 uM-C,Casamino Acids,composite,A,2150000
2,1 uM-C,Casamino Acids,composite,B,2410000
2,1 uM-C,Casamino Acids,composite,C,2650000
2,1 uM-C,Casamino Acids,composite,D,4260000
2,1 uM-C,Casamino Acids,composite,E,2070000
2,1 uM-C,Casamino Acids,ABM,A,570000
2,1 uM-C,Casamino Acids,ABM,B,490000
2,1 uM-C,Casamino Acids,ABM,C,910000
2,1 uM-C,Casamino Acids,ABM,D,1120000
2,1 uM-C,Casamino Acids,ABM,E,330000
2,1 uM-C,Tryptone,LOM,A,790000
2,1 uM-C,Tryptone,LOM,B,890000
2,1 uM-C,Tryptone,LOM,C,1650000
2,1 uM-C,Tryptone,LOM,D,370000
2,1 uM-C,Tryptone,LOM,E,390000
2,1 uM-C,Tryptone,PRI,A,1100000
2,1 uM-C,Tryptone,PRI,B,2500000
2,1 uM-C,Tryptone,PRI,C,2200000
2,1 uM-C,Tryptone,PRI,D,2300000
2,1 uM-C,Tryptone,PRI,E,3200000
2,1 uM-C,Tryptone,NOM,A,1600000
2,1 uM-C,Tryptone,NOM,B,1800000
2,1 uM-C,Tryptone,NOM,C,2300000
2,1 uM-C,Tryptone,NOM,D,3500000
2,1 uM-C,Tryptone,NOM,E,1700000
2,1 uM-C,Tryptone,composite,A,2390000
2,1 uM-C,Tryptone,composite,B,2690000
2,1 uM-C,Tryptone,composite,C,3950000
2,1 uM-C,Tryptone,composite,D,3870000
2,1 uM-C,Tryptone,composite,E,2090000
2,1 uM-C,Tryptone,ABM,A,570000
2,1 uM-C,Tryptone,ABM,B,490000
2,1 uM-C,Tryptone,ABM,C,910000
2,1 uM-C,Tryptone,ABM,D,1120000
2,1 uM-C,Tryptone,ABM,E,330000
4,1 uM-C,Acetate,LOM,A,530000
4,1 uM-C,Acetate,LOM,B,80000
4,1 uM-C,Acetate,LOM,C,510000
4,1 uM-C,Acetate,LOM,D,180000
4,1 uM-C,Acetate,LOM,E,290000
4,1 uM-C,Acetate,PRI,A,1100000
4,1 uM-C,Acetate,PRI,B,2400000
4,1 uM-C,Acetate,PRI,C,1500000
4,1 uM-C,Acetate,PRI,D,100000
4,1 uM-C,Acetate,PRI,E,2300000
4,1 uM-C,Acetate,NOM,A,700000
4,1 uM-C,Acetate,NOM,B,1200000
4,1 uM-C,Acetate,NOM,C,2300000
4,1 uM-C,Acetate,NOM,D,1500000
4,1 uM-C,Acetate,NOM,E,2800000
4,1 uM-C,Acetate,composite,A,1230000
4,1 uM-C,Acetate,composite,B,1280000
4,1 uM-C,Acetate,composite,C,2810000
4,1 uM-C,Acetate,composite,D,1680000
4,1 uM-C,Acetate,composite,E,3090000
4,1 uM-C,Acetate,ABM,A,1070000
4,1 uM-C,Acetate,ABM,B,640000
4,1 uM-C,Acetate,ABM,C,930000
4,1 uM-C,Acetate,ABM,D,510000
4,1 uM-C,Acetate,ABM,E,840000
4,1 uM-C,Coumarate,LOM,A,690000
4,1 uM-C,Coumarate,LOM,B,620000
4,1 uM-C,Coumarate,LOM,C,600000
4,1 uM-C,Coumarate,LOM,D,120000
4,1 uM-C,Coumarate,LOM,E,380000
4,1 uM-C,Coumarate,PRI,A,3500000
4,1 uM-C,Coumarate,PRI,B,2300000
4,1 uM-C,Coumarate,PRI,C,200000
4,1 uM-C,Coumarate,PRI,D,1600000
4,1 uM-C,Coumarate,PRI,E,2400000
4,1 uM-C,Coumarate,NOM,A,700000
4,1 uM-C,Coumarate,NOM,B,1200000
4,1 uM-C,Coumarate,NOM,C,2300000
4,1 uM-C,Coumarate,NOM,D,1500000
4,1 uM-C,Coumarate,NOM,E,2800000
4,1 uM-C,Coumarate,composite,A,1390000
4,1 uM-C,Coumarate,composite,B,1820000
4,1 uM-C,Coumarate,composite,C,2900000
4,1 uM-C,Coumarate,composite,D,1620000
4,1 uM-C,Coumarate,composite,E,3180000
4,1 uM-C,Coumarate,ABM,A,1070000
4,1 uM-C,Coumarate,ABM,B,640000
4,1 uM-C,Coumarate,ABM,C,930000
4,1 uM-C,Coumarate,ABM,D,510000
4,1 uM-C,Coumarate,ABM,E,840000
4,1 uM-C,Casamino Acids,LOM,A,750000
4,1 uM-C,Casamino Acids,LOM,B,750000
4,1 uM-C,Casamino Acids,LOM,C,200000
4,1 uM-C,Casamino Acids,LOM,D,1240000
4,1 uM-C,Casamino Acids,LOM,E,80000
4,1 uM-C,Casamino Acids,PRI,A,2500000
4,1 uM-C,Casamino Acids,PRI,B,1300000
4,1 uM-C,Casamino Acids,PRI,C,3100000
4,1 uM-C,Casamino Acids,PRI,D,900000
4,1 uM-C,Casamino Acids,PRI,E,1100000
4,1 uM-C,Casamino Acids,NOM,A,700000
4,1 uM-C,Casamino Acids,NOM,B,1200000
4,1 uM-C,Casamino Acids,NOM,C,2300000
4,1 uM-C,Casamino Acids,NOM,D,1500000
4,1 uM-C,Casamino Acids,NOM,E,2800000
4,1 uM-C,Casamino Acids,composite,A,1450000
4,1 uM-C,Casamino Acids,composite,B,1950000
4,1 uM-C,Casamino Acids,composite,C,2500000
4,1 uM-C,Casamino Acids,composite,D,2740000
4,1 uM-C,Casamino Acids,composite,E,2880000
4,1 uM-C,Casamino Acids,ABM,A,1070000
4,1 uM-C,Casamino Acids,ABM,B,640000
4,1 uM-C,Casamino Acids,ABM,C,930000
4,1 uM-C,Casamino Acids,ABM,D,510000
4,1 uM-C,Casamino Acids,ABM,E,840000
4,1 uM-C,Tryptone,LOM,A,630000
4,1 uM-C,Tryptone,LOM,B,560000
4,1 uM-C,Tryptone,LOM,C,600000
4,1 uM-C,Tryptone,LOM,D,890000
4,1 uM-C,Tryptone,LOM,E,840000
4,1 uM-C,Tryptone,PRI,A,2100000
4,1 uM-C,Tryptone,PRI,B,2200000
4,1 uM-C,Tryptone,PRI,C,900000
4,1 uM-C,Tryptone,PRI,E,1200000
4,1 uM-C,Tryptone,NOM,A,700000
4,1 uM-C,Tryptone,NOM,B,1200000
4,1 uM-C,Tryptone,NOM,C,2300000
4,1 uM-C,Tryptone,NOM,D,1500000
4,1 uM-C,Tryptone,NOM,E,2800000
4,1 uM-C,Tryptone,composite,A,1330000
4,1 uM-C,Tryptone,composite,B,1760000
4,1 uM-C,Tryptone,composite,C,2900000
4,1 uM-C,Tryptone,composite,D,2390000
4,1 uM-C,Tryptone,composite,E,3640000
4,1 uM-C,Tryptone,ABM,A,1070000
4,1 uM-C,Tryptone,ABM,B,640000
4,1 uM-C,Tryptone,ABM,C,930000
4,1 uM-C,Tryptone,ABM,D,510000
4,1 uM-C,Tryptone,ABM,E,840000
7,1 uM-C,Acetate,LOM,A,110000
7,1 uM-C,Acetate,LOM,B,30000
7,1 uM-C,Acetate,LOM,C,140000
7,1 uM-C,Acetate,LOM,D,150000
7,1 uM-C,Acetate,LOM,E,170000
7,1 uM-C,Acetate,PRI,A,1520000
7,1 uM-C,Acetate,PRI,B,1960000
7,1 uM-C,Acetate,PRI,C,600000
7,1 uM-C,Acetate,PRI,D,1510000
7,1 uM-C,Acetate,PRI,E,2040000
7,1 uM-C,Acetate,NOM,A,1560000
7,1 uM-C,Acetate,NOM,B,2010000
7,1 uM-C,Acetate,NOM,C,2360000
7,1 uM-C,Acetate,NOM,D,2630000
7,1 uM-C,Acetate,NOM,E,2580000
7,1 uM-C,Acetate,composite,A,1670000
7,1 uM-C,Acetate,composite,B,2040000
7,1 uM-C,Acetate,composite,C,2500000
7,1 uM-C,Acetate,composite,D,2780000
7,1 uM-C,Acetate,composite,E,2750000
7,1 uM-C,Acetate,ABM,A,380000
7,1 uM-C,Acetate,ABM,B,210000
7,1 uM-C,Acetate,ABM,C,110000
7,1 uM-C,Acetate,ABM,D,150000
7,1 uM-C,Acetate,ABM,E,230000
7,1 uM-C,Coumarate,LOM,A,20000
7,1 uM-C,Coumarate,LOM,B,100000
7,1 uM-C,Coumarate,LOM,C,120000
7,1 uM-C,Coumarate,LOM,D,90000
7,1 uM-C,Coumarate,LOM,E,40000
7,1 uM-C,Coumarate,PRI,A,1600000
7,1 uM-C,Coumarate,PRI,B,1700000
7,1 uM-C,Coumarate,PRI,C,1830000
7,1 uM-C,Coumarate,PRI,D,1210000
7,1 uM-C,Coumarate,PRI,E,1940000
7,1 uM-C,Coumarate,NOM,A,1560000
7,1 uM-C,Coumarate,NOM,B,2010000
7,1 uM-C,Coumarate,NOM,C,2360000
7,1 uM-C,Coumarate,NOM,D,2630000
7,1 uM-C,Coumarate,NOM,E,2580000
7,1 uM-C,Coumarate,composite,A,1580000
7,1 uM-C,Coumarate,composite,B,2110000
7,1 uM-C,Coumarate,composite,C,2480000
7,1 uM-C,Coumarate,composite,D,2720000
7,1 uM-C,Coumarate,composite,E,2620000
7,1 uM-C,Coumarate,ABM,A,380000
7,1 uM-C,Coumarate,ABM,B,210000
7,1 uM-C,Coumarate,ABM,C,110000
7,1 uM-C,Coumarate,ABM,D,150000
7,1 uM-C,Coumarate,ABM,E,230000
7,1 uM-C,Casamino Acids,LOM,A,50000
7,1 uM-C,Casamino Acids,LOM,B,50000
7,1 uM-C,Casamino Acids,LOM,C,190000
7,1 uM-C,Casamino Acids,LOM,D,160000
7,1 uM-C,Casamino Acids,LOM,E,140000
7,1 uM-C,Casamino Acids,PRI,A,2030000
7,1 uM-C,Casamino Acids,PRI,B,2450000
7,1 uM-C,Casamino Acids,PRI,C,1990000
7,1 uM-C,Casamino Acids,PRI,D,1730000
7,1 uM-C,Casamino Acids,PRI,E,1590000
7,1 uM-C,Casamino Acids,NOM,A,1560000
7,1 uM-C,Casamino Acids,NOM,B,2010000
7,1 uM-C,Casamino Acids,NOM,C,2360000
7,1 uM-C,Casamino Acids,NOM,D,2630000
7,1 uM-C,Casamino Acids,NOM,E,2580000
7,1 uM-C,Casamino Acids,composite,A,1610000
7,1 uM-C,Casamino Acids,composite,B,2060000
7,1 uM-C,Casamino Acids,composite,C,2550000
7,1 uM-C,Casamino Acids,composite,D,2790000
7,1 uM-C,Casamino Acids,composite,E,2720000
7,1 uM-C,Casamino Acids,ABM,A,380000
7,1 uM-C,Casamino Acids,ABM,B,210000
7,1 uM-C,Casamino Acids,ABM,C,110000
7,1 uM-C,Casamino Acids,ABM,D,150000
7,1 uM-C,Casamino Acids,ABM,E,230000
7,1 uM-C,Tryptone,LOM,B,60000
7,1 uM-C,Tryptone,LOM,C,150000
7,1 uM-C,Tryptone,LOM,D,90000
7,1 uM-C,Tryptone,LOM,E,40000
7,1 uM-C,Tryptone,PRI,A,2640000
7,1 uM-C,Tryptone,PRI,B,1590000
7,1 uM-C,Tryptone,PRI,C,1910000
7,1 uM-C,Tryptone,PRI,D,2020000
7,1 uM-C,Tryptone,PRI,E,2880000
7,1 uM-C,Tryptone,NOM,A,1560000
7,1 uM-C,Tryptone,NOM,B,2010000
7,1 uM-C,Tryptone,NOM,C,2360000
7,1 uM-C,Tryptone,NOM,D,2630000
7,1 uM-C,Tryptone,NOM,E,2580000
7,1 uM-C,Tryptone,composite,B,2070000
7,1 uM-C,Tryptone,composite,C,2510000
7,1 uM-C,Tryptone,composite,D,2720000
7,1 uM-C,Tryptone,composite,E,2620000
7,1 uM-C,Tryptone,ABM,A,380000
7,1 uM-C,Tryptone,ABM,B,210000
7,1 uM-C,Tryptone,ABM,C,110000
7,1 uM-C,Tryptone,ABM,D,150000
7,1 uM-C,Tryptone,ABM,E,230000
10,1 uM-C,Acetate,LOM,B,40000
10,1 uM-C,Acetate,LOM,C,100000
10,1 uM-C,Acetate,LOM,D,180000
10,1 uM-C,Acetate,LOM,E,60000
10,1 uM-C,Acetate,PRI,A,880000
10,1 uM-C,Acetate,PRI,B,750000
10,1 uM-C,Acetate,PRI,C,200000
10,1 uM-C,Acetate,PRI,D,770000
10,1 uM-C,Acetate,PRI,E,990000
10,1 uM-C,Acetate,NOM,A,1220000
10,1 uM-C,Acetate,NOM,B,910000
10,1 uM-C,Acetate,NOM,C,740000
10,1 uM-C,Acetate,NOM,D,520000
10,1 uM-C,Acetate,NOM,E,550000
10,1 uM-C,Acetate,composite,B,950000
10,1 uM-C,Acetate,composite,C,840000
10,1 uM-C,Acetate,composite,D,700000
10,1 uM-C,Acetate,composite,E,610000
10,1 uM-C,Acetate,ABM,A,70000
10,1 uM-C,Acetate,ABM,B,70000
10,1 uM-C,Acetate,ABM,C,50000
10,1 uM-C,Acetate,ABM,D,20000
10,1 uM-C,Acetate,ABM,E,70000
10,1 uM-C,Coumarate,LOM,A,180000
10,1 uM-C,Coumarate,LOM,B,70000
10,1 uM-C,Coumarate,LOM,C,100000
10,1 uM-C,Coumarate,LOM,D,380000
10,1 uM-C,Coumarate,LOM,E,90000
10,1 uM-C,Coumarate,PRI,A,320000
10,1 uM-C,Coumarate,PRI,B,790000
10,1 uM-C,Coumarate,PRI,C,1010000
10,1 uM-C,Coumarate,PRI,D,630000
10,1 uM-C,Coumarate,PRI,E,1050000
10,1 uM-C,Coumarate,NOM,A,1220000
10,1 uM-C,Coumarate,NOM,B,910000
10,1 uM-C,Coumarate,NOM,C,740000
10,1 uM-C,Coumarate,NOM,D,520000
10,1 uM-C,Coumarate,NOM,E,550000
10,1 uM-C,Coumarate,composite,A,1400000
10,1 uM-C,Coumarate,composite,B,980000
10,1 uM-C,Coumarate,composite,C,840000
10,1 uM-C,Coumarate,composite,D,900000
10,1 uM-C,Coumarate,composite,E,640000
10,1 uM-C,Coumarate,ABM,A,70000
10,1 uM-C,Coumarate,ABM,B,70000
10,1 uM-C,Coumarate,ABM,C,50000
10,1 uM-C,Coumarate,ABM,D,20000
10,1 uM-C,Coumarate,ABM,E,70000
10,1 uM-C,Casamino Acids,LOM,B,30000
10,1 uM-C,Casamino Acids,LOM,C,40000
10,1 uM-C,Casamino Acids,LOM,D,70000
10,1 uM-C,Casamino Acids,LOM,E,180000
10,1 uM-C,Casamino Acids,PRI,A,830000
10,1 uM-C,Casamino Acids,PRI,B,530000
10,1 uM-C,Casamino Acids,PRI,C,820000
10,1 uM-C,Casamino Acids,PRI,D,1150000
10,1 uM-C,Casamino Acids,NOM,A,1220000
10,1 uM-C,Casamino Acids,NOM,B,910000
10,1 uM-C,Casamino Acids,NOM,C,740000
10,1 uM-C,Casamino Acids,NOM,D,520000
10,1 uM-C,Casamino Acids,NOM,E,550000
10,1 uM-C,Casamino Acids,composite,B,940000
10,1 uM-C,Casamino Acids,composite,C,780000
10,1 uM-C,Casamino Acids,composite,D,590000
10,1 uM-C,Casamino Acids,composite,E,730000
10,1 uM-C,Casamino Acids,ABM,A,70000
10,1 uM-C,Casamino Acids,ABM,B,70000
10,1 uM-C,Casamino Acids,ABM,C,50000
10,1 uM-C,Casamino Acids,ABM,D,20000
10,1 uM-C,Casamino Acids,ABM,E,70000
10,1 uM-C,Tryptone,LOM,B,30000
10,1 uM-C,Tryptone,LOM,C,80000
10,1 uM-C,Tryptone,LOM,D,10000
10,1 uM-C,Tryptone,LOM,E,50000
10,1 uM-C,Tryptone,PRI,A,480000
10,1 uM-C,Tryptone,PRI,B,480000
10,1 uM-C,Tryptone,PRI,C,820000
10,1 uM-C,Tryptone,PRI,D,940000
10,1 uM-C,Tryptone,PRI,E,560000
10,1 uM-C,Tryptone,NOM,A,1220000
10,1 uM-C,Tryptone,NOM,B,910000
10,1 uM-C,Tryptone,NOM,C,740000
10,1 uM-C,Tryptone,NOM,D,520000
10,1 uM-C,Tryptone,NOM,E,550000
10,1 uM-C,Tryptone,composite,B,940000
10,1 uM-C,Tryptone,composite,C,820000
10,1 uM-C,Tryptone,composite,D,530000
10,1 uM-C,Tryptone,composite,E,600000
10,1 uM-C,Tryptone,ABM,A,70000
10,1 uM-C,Tryptone,ABM,B,70000
10,1 uM-C,Tryptone,ABM,C,50000
10,1 uM-C,Tryptone,ABM,D,20000
10,1 uM-C,Tryptone,ABM,E,70000
14,1 uM-C,Acetate,LOM,A,200
14,1 uM-C,Acetate,LOM,B,400
14,1 uM-C,Acetate,LOM,C,1400
14,1 uM-C,Acetate,LOM,D,800
14,1 uM-C,Acetate,PRI,A,61000
14,1 uM-C,Acetate,PRI,B,18400
14,1 uM-C,Acetate,PRI,C,40000
14,1 uM-C,Acetate,PRI,D,56000
14,1 uM-C,Acetate,PRI,E,52000
14,1 uM-C,Acetate,NOM,A,66800
14,1 uM-C,Acetate,NOM,B,58000
14,1 uM-C,Acetate,NOM,C,30600
14,1 uM-C,Acetate,NOM,D,38400
14,1 uM-C,Acetate,NOM,E,30200
14,1 uM-C,Acetate,composite,A,67000
14,1 uM-C,Acetate,composite,B,58400
14,1 uM-C,Acetate,composite,C,32000
14,1 uM-C,Acetate,composite,D,39200
14,1 uM-C,Acetate,ABM,A,2200
14,1 uM-C,Acetate,ABM,B,2600
14,1 uM-C,Acetate,ABM,C,200
14,1 uM-C,Acetate,ABM,D,600
14,1 uM-C,Acetate,ABM,E,200
14,1 uM-C,Coumarate,LOM,A,400
14,1 uM-C,Coumarate,LOM,B,400
14,1 uM-C,Coumarate,LOM,C,2000
14,1 uM-C,Coumarate,LOM,D,3600
14,1 uM-C,Coumarate,PRI,A,50600
14,1 uM-C,Coumarate,PRI,B,68800
14,1 uM-C,Coumarate,PRI,C,33200
14,1 uM-C,Coumarate,PRI,E,40000
14,1 uM-C,Coumarate,NOM,A,66800
14,1 uM-C,Coumarate,NOM,B,58000
14,1 uM-C,Coumarate,NOM,C,30600
14,1 uM-C,Coumarate,NOM,D,38400
14,1 uM-C,Coumarate,NOM,E,30200
14,1 uM-C,Coumarate,composite,A,67200
14,1 uM-C,Coumarate,composite,B,58400
14,1 uM-C,Coumarate,composite,C,32600
14,1 uM-C,Coumarate,composite,D,42000
14,1 uM-C,Coumarate,ABM,A,2200
14,1 uM-C,Coumarate,ABM,B,2600
14,1 uM-C,Coumarate,ABM,C,200
14,1 uM-C,Coumarate,ABM,D,600
14,1 uM-C,Coumarate,ABM,E,200
14,1 uM-C,Casamino Acids,LOM,A,2400
14,1 uM-C,Casamino Acids,LOM,B,600
14,1 uM-C,Casamino Acids,LOM,C,600
14,1 uM-C,Casamino Acids,LOM,D,200
14,1 uM-C,Casamino Acids,LOM,E,2400
14,1 uM-C,Casamino Acids,PRI,A,43600
14,1 uM-C,Casamino Acids,PRI,B,46600
14,1 uM-C,Casamino Acids,PRI,C,36000
14,1 uM-C,Casamino Acids,PRI,D,83200
14,1 uM-C,Casamino Acids,PRI,E,68600
14,1 uM-C,Casamino Acids,NOM,A,66800
14,1 uM-C,Casamino Acids,NOM,B,58000
14,1 uM-C,Casamino Acids,NOM,C,30600
14,1 uM-C,Casamino Acids,NOM,D,38400
14,1 uM-C,Casamino Acids,NOM,E,30200
14,1 uM-C,Casamino Acids,composite,A,69200
14,1 uM-C,Casamino Acids,composite,B,58600
14,1 uM-C,Casamino Acids,composite,C,31200
14,1 uM-C,Casamino Acids,composite,D,38600
14,1 uM-C,Casamino Acids,composite,E,32600
14,1 uM-C,Casamino Acids,ABM,A,2200
14,1 uM-C,Casamino Acids,ABM,B,2600
14,1 uM-C,Casamino Acids,ABM,C,200
14,1 uM-C,Casamino Acids,ABM,D,600
14,1 uM-C,Casamino Acids,ABM,E,200
14,1 uM-C,Tryptone,LOM,A,400
14,1 uM-C,Tryptone,LOM,B,200
14,1 uM-C,Tryptone,LOM,C,1400
14,1 uM-C,Tryptone,LOM,D,600
14,1 uM-C,Tryptone,PRI,A,21400
14,1 uM-C,Tryptone,PRI,B,30000
14,1 uM-C,Tryptone,PRI,C,59000
14,1 uM-C,Tryptone,PRI,D,65800
14,1 uM-C,Tryptone,PRI,E,23000
14,1 uM-C,Tryptone,NOM,A,66800
14,1 uM-C,Tryptone,NOM,B,58000
14,1 uM-C,Tryptone,NOM,C,30600
14,1 uM-C,Tryptone,NOM,D,38400
14,1 uM-C,Tryptone,NOM,E,30200
14,1 uM-C,Tryptone,composite,A,67200
14,1 uM-C,Tryptone,composite,B,58200
14,1 uM-C,Tryptone,composite,C,32000
14,1 uM-C,Tryptone,composite,D,39000
14,1 uM-C,Tryptone,ABM,A,2200
14,1 uM-C,Tryptone,ABM,B,2600
14,1 uM-C,Tryptone,ABM,C,200
14,1 uM-C,Tryptone,ABM,D,600
14,1 uM-C,Tryptone,ABM,E,200
